,CensusTract,County_x,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Latitude,Longitude,County_y,State,Zipcode
6030,36061000600,New York,Manhattan,12554,5966,6588,33.2,3.4,12.0,0.4,50.6,8072,19863.0,5878.0,12802.0,2656.0,44.7,55.3,18.3,32.5,35.5,4.6,9.1,14.3,3.2,37.0,37.6,5.1,2.9,30.3,4028,85.0,10.2,4.8,0.0,8.7,40.7106532663,-73.9919095477,New York,NY,10038
6041,36061000700,New York,Manhattan,8794,4214,4580,6.6,69.3,2.4,0.0,20.5,6198,117841.0,13607.0,89303.0,13293.0,10.6,5.3,71.9,3.0,24.2,0.9,0.0,2.5,0.0,62.3,27.8,0.5,6.9,24.9,6463,91.6,5.9,2.5,0.0,4.4,40.708391959800004,-74.0109045226,New York,NY,10271
6035,36061000700,New York,Manhattan,8794,4214,4580,6.6,69.3,2.4,0.0,20.5,6198,117841.0,13607.0,89303.0,13293.0,10.6,5.3,71.9,3.0,24.2,0.9,0.0,2.5,0.0,62.3,27.8,0.5,6.9,24.9,6463,91.6,5.9,2.5,0.0,4.4,40.6993467337,-73.998241206,New York,NY,11201
6056,36061000900,New York,Manhattan,1626,946,680,8.2,74.4,1.8,0.0,12.7,1167,147500.0,30405.0,111599.0,16700.0,6.0,12.9,67.6,2.6,25.5,0.2,4.1,10.0,0.4,51.9,24.1,3.3,10.4,26.1,1120,89.3,4.6,6.1,0.0,2.8,40.7038693467,-74.0140703518,New York,NY,10280
6047,36061000900,New York,Manhattan,1626,946,680,8.2,74.4,1.8,0.0,12.7,1167,147500.0,30405.0,111599.0,16700.0,6.0,12.9,67.6,2.6,25.5,0.2,4.1,10.0,0.4,51.9,24.1,3.3,10.4,26.1,1120,89.3,4.6,6.1,0.0,2.8,40.694824120599996,-74.0014070352,New York,NY,11201
6071,36061001200,New York,Manhattan,3755,1907,1848,29.3,41.7,2.9,0.0,23.7,2808,41705.0,19643.0,38772.0,5397.0,17.6,6.9,54.7,18.7,20.8,1.9,3.9,6.1,1.8,54.6,26.7,8.2,2.6,30.7,1709,75.5,14.6,9.8,0.0,5.5,40.7151758794,-73.98241206029999,New York,NY,10002
6075,36061001300,New York,Manhattan,4374,1896,2478,10.6,66.0,1.9,0.0,19.5,3207,123558.0,15444.0,93787.0,12403.0,7.4,0.0,75.2,2.5,20.2,2.0,0.0,2.5,2.1,59.4,27.6,1.4,6.9,22.8,3419,88.1,5.6,6.3,0.0,3.3,40.7106532663,-74.0109045226,New York,NY,10271
6078,36061001402,New York,Manhattan,2932,1315,1617,22.7,32.8,6.2,0.0,32.1,2267,24375.0,3314.0,28093.0,4682.0,31.0,47.2,48.3,27.9,18.6,1.5,3.7,3.0,0.3,71.4,12.9,4.9,7.6,32.8,1470,76.8,9.5,13.7,0.0,5.2,40.7174371859,-73.98557788939999,New York,NY,10002
6085,36061001501,New York,Manhattan,6502,3007,3495,10.2,57.6,5.6,0.0,25.1,5474,81867.0,11845.0,80454.0,18586.0,10.3,0.0,67.8,6.9,20.1,2.5,2.6,5.7,0.0,50.6,32.0,6.8,5.0,22.5,3663,86.3,10.8,2.9,0.0,5.0,40.7106532663,-74.0077386935,New York,NY,10271
6080,36061001501,New York,Manhattan,6502,3007,3495,10.2,57.6,5.6,0.0,25.1,5474,81867.0,11845.0,80454.0,18586.0,10.3,0.0,67.8,6.9,20.1,2.5,2.6,5.7,0.0,50.6,32.0,6.8,5.0,22.5,3663,86.3,10.8,2.9,0.0,5.0,40.7038693467,-73.99507537689999,New York,NY,11201
6090,36061001502,New York,Manhattan,7378,3664,3714,5.8,65.9,3.9,0.5,21.8,5407,133209.0,11906.0,77456.0,7728.0,8.3,0.0,74.4,5.0,19.8,0.0,0.8,2.9,0.0,60.8,28.0,2.5,5.8,23.7,5231,91.0,5.2,3.8,0.0,3.5,40.708391959800004,-74.0077386935,New York,NY,10271
6099,36061002000,New York,Manhattan,4864,2093,2771,57.8,2.0,15.5,0.0,24.7,3522,16778.0,2682.0,10809.0,1485.0,48.1,66.0,18.6,40.8,24.8,4.7,11.1,3.4,3.2,68.8,17.5,7.1,0.0,43.5,1373,86.5,12.9,0.7,0.0,14.1,40.7196984925,-73.976080402,New York,NY,10002
6109,36061002202,New York,Manhattan,2019,872,1147,14.6,54.5,4.3,0.0,23.9,1585,68750.0,27796.0,58922.0,14934.0,17.4,8.8,65.6,11.8,16.8,3.9,1.9,1.9,0.5,58.4,28.4,7.9,2.9,29.1,1492,80.9,3.0,14.8,1.3,5.5,40.721959799000004,-73.98241206029999,New York,NY,10002
6115,36061002400,New York,Manhattan,5557,2592,2965,50.2,8.0,14.8,0.0,13.4,4185,22676.0,5682.0,21641.0,6123.0,38.2,72.5,27.6,41.4,21.5,1.8,7.7,6.9,0.0,55.7,30.2,2.5,4.7,34.8,1988,75.0,17.7,7.3,0.0,10.5,40.721959799000004,-73.9634170854,New York,NY,11222
6123,36061002601,New York,Manhattan,4087,1894,2193,48.3,25.7,11.4,0.0,12.5,2852,43854.0,21484.0,35495.0,8951.0,25.6,34.7,36.2,20.5,29.0,8.7,5.5,9.6,0.6,59.5,25.3,3.5,1.5,33.4,1952,78.7,17.8,3.5,0.0,8.4,40.721959799000004,-73.9792462312,New York,NY,10009
6126,36061002700,New York,Manhattan,1343,547,796,1.5,20.6,0.7,1.1,71.3,919,57171.0,16252.0,44799.0,8356.0,11.8,8.0,47.3,32.4,17.4,0.0,2.9,1.1,1.3,49.2,36.9,7.6,4.0,26.5,717,79.6,15.1,3.1,2.2,4.5,40.7129145729,-73.998241206,New York,NY,10038
6129,36061002900,New York,Manhattan,6050,3671,2379,11.5,7.5,10.8,0.2,66.3,4017,30629.0,7401.0,26578.0,7580.0,20.6,10.6,32.3,30.4,23.4,9.9,4.1,2.8,4.0,45.5,43.6,2.1,2.1,29.4,2040,90.1,3.8,6.1,0.0,3.3,40.7106532663,-74.0014070352,New York,NY,10038
6139,36061003200,New York,Manhattan,7871,3710,4161,5.8,76.7,3.7,0.0,12.7,6103,71033.0,12391.0,58068.0,6356.0,10.9,0.0,63.8,6.6,24.5,1.6,3.4,1.0,0.0,59.7,20.4,12.2,6.7,30.8,4970,83.2,6.0,10.8,0.0,4.4,40.7242211055,-73.98557788939999,New York,NY,10002
6141,36061003200,New York,Manhattan,7871,3710,4161,5.8,76.7,3.7,0.0,12.7,6103,71033.0,12391.0,58068.0,6356.0,10.9,0.0,63.8,6.6,24.5,1.6,3.4,1.0,0.0,59.7,20.4,12.2,6.7,30.8,4970,83.2,6.0,10.8,0.0,4.4,40.7264824121,-73.98557788939999,New York,NY,10003
6151,36061003601,New York,Manhattan,3238,1835,1403,37.6,25.2,9.3,1.4,23.2,2199,44286.0,12364.0,45340.0,10430.0,32.9,44.7,47.1,22.3,22.3,4.7,3.6,4.1,0.7,53.1,30.6,6.2,5.3,23.9,1419,93.4,2.5,4.1,0.0,14.8,40.721959799000004,-73.9919095477,New York,NY,10002
6181,36061004100,New York,Manhattan,7897,3838,4059,5.9,34.8,1.0,0.4,55.1,5392,59570.0,19014.0,53593.0,9875.0,18.5,31.4,50.2,15.7,29.1,2.4,2.5,2.2,1.5,54.0,33.6,5.8,2.9,24.9,4313,89.4,6.0,4.6,0.0,5.8,40.7174371859,-73.998241206,New York,NY,10278
6184,36061004200,New York,Manhattan,5338,2464,2874,4.5,70.1,5.5,0.0,17.3,4037,146304.0,21885.0,62141.0,9194.0,11.5,12.9,63.4,9.4,26.9,0.2,0.0,3.8,0.0,47.7,31.2,8.1,9.4,21.6,2487,91.0,3.0,6.0,0.0,6.5,40.7332663317,-73.98874371859999,New York,NY,10003
6185,36061004300,New York,Manhattan,4288,2221,2067,7.8,55.4,0.1,0.0,27.1,3291,71635.0,12283.0,68346.0,11800.0,18.0,42.7,66.9,6.5,21.6,0.0,5.0,5.9,3.9,66.6,12.0,5.9,5.8,27.8,2718,86.4,6.0,7.6,0.0,8.6,40.721959799000004,-73.99507537689999,New York,NY,10002
6186,36061004300,New York,Manhattan,4288,2221,2067,7.8,55.4,0.1,0.0,27.1,3291,71635.0,12283.0,68346.0,11800.0,18.0,42.7,66.9,6.5,21.6,0.0,5.0,5.9,3.9,66.6,12.0,5.9,5.8,27.8,2718,86.4,6.0,7.6,0.0,8.6,40.7242211055,-73.99507537689999,New York,NY,10012
6201,36061004500,New York,Manhattan,984,519,465,2.5,67.9,0.3,0.0,25.2,646,139079.0,50950.0,118156.0,32724.0,3.8,0.0,65.7,2.7,25.2,1.3,5.2,5.4,0.0,53.9,16.3,7.1,17.3,24.1,560,85.0,1.4,13.6,0.0,3.3,40.721959799000004,-73.998241206,New York,NY,10012
6200,36061004500,New York,Manhattan,984,519,465,2.5,67.9,0.3,0.0,25.2,646,139079.0,50950.0,118156.0,32724.0,3.8,0.0,65.7,2.7,25.2,1.3,5.2,5.4,0.0,53.9,16.3,7.1,17.3,24.1,560,85.0,1.4,13.6,0.0,3.3,40.7196984925,-74.0014070352,New York,NY,10278
6202,36061004700,New York,Manhattan,2360,1395,965,3.0,83.1,0.0,0.0,6.5,1788,101786.0,22651.0,122003.0,25864.0,11.2,20.3,73.5,1.1,23.7,0.7,1.0,2.9,0.7,55.7,23.2,9.2,8.3,23.7,1533,82.2,2.0,15.9,0.0,5.1,40.721959799000004,-74.0045728643,New York,NY,10013
6205,36061004800,New York,Manhattan,7325,2970,4355,6.5,65.9,5.7,0.3,16.9,5739,106789.0,14554.0,83549.0,19047.0,9.3,0.0,69.7,11.0,17.1,1.6,0.5,4.2,0.0,52.3,25.1,8.3,10.1,23.9,4325,88.1,5.5,6.4,0.0,7.3,40.7332663317,-73.98557788939999,New York,NY,10003
6206,36061004800,New York,Manhattan,7325,2970,4355,6.5,65.9,5.7,0.3,16.9,5739,106789.0,14554.0,83549.0,19047.0,9.3,0.0,69.7,11.0,17.1,1.6,0.5,4.2,0.0,52.3,25.1,8.3,10.1,23.9,4325,88.1,5.5,6.4,0.0,7.3,40.7332663317,-73.98241206029999,New York,NY,10009
6213,36061005200,New York,Manhattan,3726,1827,1899,5.6,70.5,2.7,0.3,16.6,2940,168375.0,33442.0,104742.0,18715.0,11.9,16.9,69.0,2.7,27.9,0.0,0.5,4.0,0.5,48.4,24.2,9.4,13.5,21.0,1996,79.6,3.8,16.2,0.4,5.6,40.7377889447,-73.9919095477,New York,NY,10011
6221,36061005502,New York,Manhattan,2278,1113,1165,15.4,68.7,5.0,0.0,4.8,1754,138523.0,54248.0,112533.0,27736.0,12.8,0.0,74.3,4.6,18.8,0.7,1.7,6.0,0.8,61.0,18.2,7.3,6.7,27.5,1422,87.5,2.3,10.2,0.0,4.4,40.7264824121,-73.9919095477,New York,NY,10003
6220,36061005502,New York,Manhattan,2278,1113,1165,15.4,68.7,5.0,0.0,4.8,1754,138523.0,54248.0,112533.0,27736.0,12.8,0.0,74.3,4.6,18.8,0.7,1.7,6.0,0.8,61.0,18.2,7.3,6.7,27.5,1422,87.5,2.3,10.2,0.0,4.4,40.7264824121,-73.99507537689999,New York,NY,10012
6222,36061005600,New York,Manhattan,2963,1524,1439,7.7,68.5,6.0,0.0,17.4,2598,115521.0,53056.0,128733.0,24256.0,19.6,0.0,77.0,5.0,17.3,0.0,0.8,5.9,0.8,68.2,12.3,6.9,5.9,25.3,1816,89.9,5.9,4.2,0.0,11.4,40.7400502513,-73.98874371859999,New York,NY,10011
6228,36061005800,New York,Manhattan,3206,1661,1545,3.0,69.4,0.7,0.0,23.9,2434,157934.0,48028.0,149562.0,28802.0,4.7,0.0,77.1,1.3,19.6,0.0,1.9,3.9,3.0,46.3,27.4,13.0,6.5,25.8,2253,91.7,2.4,5.9,0.0,6.6,40.7445728643,-73.98874371859999,New York,NY,10001
6227,36061005800,New York,Manhattan,3206,1661,1545,3.0,69.4,0.7,0.0,23.9,2434,157934.0,48028.0,149562.0,28802.0,4.7,0.0,77.1,1.3,19.6,0.0,1.9,3.9,3.0,46.3,27.4,13.0,6.5,25.8,2253,91.7,2.4,5.9,0.0,6.6,40.7423115578,-73.9919095477,New York,NY,10011
6229,36061005900,New York,Manhattan,5604,2665,2939,4.6,81.8,2.1,0.3,9.9,4829,103672.0,20810.0,119453.0,24818.0,3.9,0.0,81.3,2.6,15.7,0.0,0.5,5.1,0.9,47.2,30.3,10.5,5.9,22.4,3179,83.3,6.7,8.6,1.4,1.6,40.7310050251,-73.99507537689999,New York,NY,10003
6230,36061006000,New York,Manhattan,5063,2365,2698,6.4,73.1,2.5,0.0,15.2,3829,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628,81.8,7.5,10.7,0.0,5.7,40.7287437186,-73.9634170854,New York,NY,11222
6239,36061006200,New York,Manhattan,4536,2420,2116,13.2,45.3,17.1,0.1,20.1,2932,82102.0,36366.0,33057.0,4483.0,36.9,2.3,71.8,7.7,16.7,1.9,1.9,2.3,2.4,40.1,49.5,2.0,3.8,24.8,1591,76.6,20.2,3.2,0.0,7.4,40.7310050251,-73.9634170854,New York,NY,11222
6260,36061006400,New York,Manhattan,8012,3340,4672,5.0,72.9,4.0,1.7,12.4,7103,96090.0,17412.0,78800.0,9361.0,8.6,36.5,67.7,9.1,18.6,3.7,0.8,3.3,0.0,56.2,27.0,7.0,6.6,25.0,5785,87.9,4.1,8.0,0.0,4.3,40.7377889447,-73.9792462312,New York,NY,10016
6264,36061006600,New York,Manhattan,11252,5588,5664,28.6,52.8,3.5,0.0,13.6,9125,64963.0,21427.0,58239.0,7203.0,14.7,5.4,68.2,13.6,12.7,0.0,5.5,7.8,2.0,49.3,31.0,2.6,7.2,27.8,7137,81.6,9.9,8.4,0.0,3.3,40.7400502513,-73.9792462312,New York,NY,10016
6268,36061006800,New York,Manhattan,7413,3764,3649,9.7,69.1,6.8,0.1,13.8,6400,109526.0,18259.0,80750.0,11350.0,11.2,0.0,69.7,5.5,21.4,0.0,3.4,1.0,0.0,56.9,23.9,6.0,12.1,22.7,4726,92.6,4.6,2.3,0.6,8.3,40.7400502513,-73.98241206029999,New York,NY,10016
6276,36061006900,New York,Manhattan,2604,1447,1157,7.6,73.9,2.8,0.0,7.1,2041,183750.0,35202.0,139299.0,25912.0,7.4,3.0,75.2,1.7,22.6,0.0,0.5,8.2,0.0,44.9,16.1,15.9,14.9,26.4,1551,85.1,6.3,8.6,0.0,3.4,40.7310050251,-74.0077386935,New York,NY,10012
6279,36061007000,New York,Manhattan,8131,3730,4401,2.7,66.7,4.6,0.0,22.2,6763,101848.0,14153.0,83971.0,9583.0,9.9,4.2,75.6,6.0,17.2,1.2,0.0,2.8,0.4,43.8,41.3,8.8,2.9,24.5,5623,87.0,7.4,4.3,1.4,2.6,40.7445728643,-73.976080402,New York,NY,10017
6284,36061007200,New York,Manhattan,7640,3515,4125,7.3,65.1,1.1,0.0,21.3,6011,104272.0,9148.0,88081.0,20137.0,9.2,23.5,67.3,4.4,24.8,0.7,2.9,0.5,1.1,52.4,36.8,2.3,6.8,25.0,5333,91.9,5.8,2.3,0.0,6.7,40.7445728643,-73.98241206029999,New York,NY,10001
6326,36061008300,New York,Manhattan,3929,1534,2395,30.5,49.0,5.8,0.0,11.5,2974,69303.0,17227.0,65689.0,16152.0,18.5,12.5,56.8,10.4,31.2,0.9,0.7,2.0,0.8,68.0,17.0,5.8,6.4,28.0,2170,84.7,9.1,6.2,0.0,11.3,40.7423115578,-74.0077386935,New York,NY,10014
6329,36061008400,New York,Manhattan,2054,848,1206,7.1,44.1,2.3,0.0,41.2,1239,120938.0,42042.0,85826.0,23065.0,15.4,0.0,74.8,3.6,16.7,2.0,2.9,4.3,0.0,35.8,47.7,1.9,10.3,19.9,1309,85.9,1.6,12.5,0.0,7.3,40.7513567839,-73.98557788939999,New York,NY,10001
6330,36061008400,New York,Manhattan,2054,848,1206,7.1,44.1,2.3,0.0,41.2,1239,120938.0,42042.0,85826.0,23065.0,15.4,0.0,74.8,3.6,16.7,2.0,2.9,4.3,0.0,35.8,47.7,1.9,10.3,19.9,1309,85.9,1.6,12.5,0.0,7.3,40.753618090500005,-73.98241206029999,New York,NY,10110
6338,36061008601,New York,Manhattan,2807,1512,1295,5.5,69.9,1.4,0.0,22.5,2116,142299.0,29049.0,89385.0,13130.0,5.6,0.0,70.1,3.2,21.0,1.9,3.8,6.4,2.5,35.4,40.6,9.9,5.2,24.6,2019,86.9,9.5,3.6,0.0,3.6,40.7445728643,-73.9634170854,New York,NY,11109
6347,36061008603,New York,Manhattan,4272,1872,2400,5.9,85.4,0.4,0.0,5.5,3559,142304.0,23585.0,162975.0,31830.0,5.1,2.2,78.1,6.6,14.6,0.0,0.8,12.7,2.1,25.0,42.3,8.9,9.0,26.1,2400,85.5,8.2,6.3,0.0,3.7,40.7513567839,-73.9634170854,New York,NY,10017
6348,36061008603,New York,Manhattan,4272,1872,2400,5.9,85.4,0.4,0.0,5.5,3559,142304.0,23585.0,162975.0,31830.0,5.1,2.2,78.1,6.6,14.6,0.0,0.8,12.7,2.1,25.0,42.3,8.9,9.0,26.1,2400,85.5,8.2,6.3,0.0,3.7,40.753618090500005,-73.9634170854,New York,NY,10154
6360,36061009000,New York,Manhattan,7306,3428,3878,10.0,60.1,2.4,0.0,25.4,4943,119196.0,17482.0,101494.0,15029.0,8.9,0.0,73.1,1.8,19.7,3.1,2.2,3.4,1.0,37.0,44.7,5.6,8.4,26.8,5443,86.4,9.5,4.0,0.0,2.2,40.7513567839,-73.9697487437,New York,NY,10017
6361,36061009000,New York,Manhattan,7306,3428,3878,10.0,60.1,2.4,0.0,25.4,4943,119196.0,17482.0,101494.0,15029.0,8.9,0.0,73.1,1.8,19.7,3.1,2.2,3.4,1.0,37.0,44.7,5.6,8.4,26.8,5443,86.4,9.5,4.0,0.0,2.2,40.753618090500005,-73.9697487437,New York,NY,10171
6364,36061009100,New York,Manhattan,6665,3377,3288,6.6,65.1,3.6,0.0,19.6,5565,111505.0,17358.0,122725.0,19074.0,13.2,16.8,70.6,6.3,21.4,0.3,1.4,1.4,1.8,51.6,21.4,12.0,11.8,23.4,5071,84.2,7.9,7.8,0.0,5.9,40.7445728643,-73.9919095477,New York,NY,10001
6367,36061009200,New York,Manhattan,1717,822,895,5.4,75.7,2.0,0.0,16.0,1376,122379.0,38576.0,111765.0,20723.0,5.4,7.2,75.4,2.1,21.0,0.5,1.1,2.4,0.0,37.2,51.6,1.4,7.4,25.5,1414,87.0,4.7,8.3,0.0,1.7,40.755879397,-73.9729145729,New York,NY,10171
6373,36061009500,New York,Manhattan,3299,1390,1909,4.2,72.9,3.8,0.0,15.6,2438,145956.0,30975.0,84944.0,17324.0,13.7,6.7,64.0,5.7,27.6,0.4,2.3,2.2,1.7,39.3,37.8,5.5,13.6,22.1,1643,84.2,6.5,8.3,1.0,8.4,40.7468341709,-73.9919095477,New York,NY,10001
6377,36061009600,New York,Manhattan,149,87,62,4.7,55.0,0.0,8.1,32.2,102,135313.0,38445.0,136078.0,46123.0,8.1,0.0,93.1,0.0,6.9,0.0,0.0,6.9,0.0,26.7,58.6,0.0,7.8,25.7,116,100.0,0.0,0.0,0.0,4.1,40.7581407035,-73.9792462312,New York,NY,10112
6398,36061009900,New York,Manhattan,4938,2783,2155,6.9,61.0,4.7,0.1,24.3,3685,128906.0,14704.0,131432.0,19100.0,7.4,10.3,70.8,5.5,20.1,0.2,3.5,3.4,2.4,42.5,36.4,11.2,4.1,26.0,3738,92.9,1.7,5.4,0.0,5.8,40.753618090500005,-74.0140703518,New York,NY,7030
6412,36061009900,New York,Manhattan,4938,2783,2155,6.9,61.0,4.7,0.1,24.3,3685,128906.0,14704.0,131432.0,19100.0,7.4,10.3,70.8,5.5,20.1,0.2,3.5,3.4,2.4,42.5,36.4,11.2,4.1,26.0,3738,92.9,1.7,5.4,0.0,5.8,40.7604020101,-74.0109045226,New York,NY,7086
6416,36061010000,New York,Manhattan,1683,744,939,13.6,74.2,1.3,0.4,7.5,1361,112098.0,27814.0,103118.0,13632.0,8.5,2.0,66.8,6.7,25.0,0.0,1.5,7.7,0.0,42.3,42.4,3.8,3.8,24.9,1224,91.8,4.0,4.2,0.0,3.6,40.7581407035,-73.9697487437,New York,NY,10152
6415,36061010000,New York,Manhattan,1683,744,939,13.6,74.2,1.3,0.4,7.5,1361,112098.0,27814.0,103118.0,13632.0,8.5,2.0,66.8,6.7,25.0,0.0,1.5,7.7,0.0,42.3,42.4,3.8,3.8,24.9,1224,91.8,4.0,4.2,0.0,3.6,40.7581407035,-73.9729145729,New York,NY,10154
6419,36061010100,New York,Manhattan,1259,758,501,5.8,52.3,4.7,0.0,34.6,802,159821.0,16784.0,118772.0,18873.0,11.4,0.0,74.2,6.0,17.0,1.1,1.7,4.2,1.1,41.1,38.3,7.4,7.9,23.6,932,90.7,3.6,5.7,0.0,5.7,40.7513567839,-73.9919095477,New York,NY,10119
6437,36061010900,New York,Manhattan,186,73,113,1.1,58.1,10.2,0.0,27.4,116,135750.0,118971.0,84762.0,23629.0,16.7,33.3,68.1,8.1,14.1,0.0,9.6,0.0,0.0,48.4,29.5,16.4,5.7,24.1,135,84.4,3.0,12.6,0.0,4.3,40.7513567839,-73.98874371859999,New York,NY,10001
6438,36061010900,New York,Manhattan,186,73,113,1.1,58.1,10.2,0.0,27.4,116,135750.0,118971.0,84762.0,23629.0,16.7,33.3,68.1,8.1,14.1,0.0,9.6,0.0,0.0,48.4,29.5,16.4,5.7,24.1,135,84.4,3.0,12.6,0.0,4.3,40.753618090500005,-73.9919095477,New York,NY,10119
6444,36061011201,New York,Manhattan,792,320,472,3.8,85.0,0.8,0.9,8.7,694,138250.0,50132.0,157551.0,25745.0,7.4,0.0,74.0,2.2,21.5,1.1,1.3,3.1,0.9,29.1,48.5,4.2,14.2,20.2,550,85.8,6.2,8.0,0.0,2.1,40.7649246231,-73.976080402,New York,NY,10153
6445,36061011202,New York,Manhattan,287,143,144,1.4,92.7,0.0,0.0,5.9,241,192857.0,82681.0,254204.0,80436.0,4.5,0.0,75.5,0.0,24.5,0.0,0.0,5.2,3.2,10.3,60.0,7.7,13.5,17.1,159,97.5,0.0,2.5,0.0,0.0,40.7626633166,-73.9729145729,New York,NY,10153
6451,36061011401,New York,Manhattan,1276,574,702,2.0,89.3,1.0,0.0,5.5,924,197500.0,37671.0,181157.0,39475.0,3.2,0.0,72.8,3.9,21.0,2.3,0.0,1.7,3.3,37.0,35.6,13.9,8.5,20.7,662,85.8,1.7,11.2,1.4,0.6,40.7649246231,-73.9697487437,New York,NY,10153
6452,36061011402,New York,Manhattan,2345,1103,1242,3.9,84.8,0.5,0.0,10.1,1771,151131.0,28652.0,140227.0,24771.0,4.0,2.8,77.8,1.9,19.1,0.6,0.6,10.4,0.3,39.1,31.6,9.5,9.1,23.4,1233,82.6,7.2,9.0,1.1,5.7,40.7626633166,-73.9665829146,New York,NY,10065
6458,36061011600,New York,Manhattan,3076,1322,1754,4.9,63.0,11.6,0.7,13.0,2218,72152.0,13623.0,68495.0,14991.0,5.4,0.0,66.2,7.1,25.6,1.1,0.0,3.2,1.7,44.0,36.0,8.3,6.9,25.7,1975,84.1,5.9,10.0,0.0,5.0,40.7649246231,-73.9570854271,New York,NY,10021
6463,36061011700,New York,Manhattan,3870,1900,1970,21.6,52.4,8.8,0.0,15.1,2656,107125.0,14069.0,82399.0,15167.0,12.4,26.8,65.4,10.2,22.1,0.5,1.8,2.5,0.0,53.2,27.6,14.2,2.5,26.8,2781,88.2,6.0,5.8,0.0,6.3,40.7626633166,-74.0077386935,New York,NY,7086
6460,36061011700,New York,Manhattan,3870,1900,1970,21.6,52.4,8.8,0.0,15.1,2656,107125.0,14069.0,82399.0,15167.0,12.4,26.8,65.4,10.2,22.1,0.5,1.8,2.5,0.0,53.2,27.6,14.2,2.5,26.8,2781,88.2,6.0,5.8,0.0,6.3,40.7581407035,-73.998241206,New York,NY,10199
6481,36061012500,New York,Manhattan,2483,1443,1040,7.2,56.6,2.4,0.3,31.9,1672,150682.0,21997.0,121754.0,19341.0,8.8,0.0,75.3,2.6,20.5,0.9,0.7,5.6,2.3,36.4,47.7,4.9,3.1,23.4,1873,91.9,4.8,3.4,0.0,3.1,40.7604020101,-73.98557788939999,New York,NY,10018
6496,36061012900,New York,Manhattan,5755,3630,2125,15.0,56.0,5.1,0.0,20.1,4220,111290.0,20087.0,89203.0,13699.0,12.5,3.0,67.6,11.1,18.8,1.6,0.9,5.7,0.0,48.2,33.0,10.1,3.0,28.5,4033,92.0,4.2,3.8,0.0,7.4,40.7649246231,-74.0077386935,New York,NY,7086
6508,36061013100,New York,Manhattan,2775,1453,1322,17.9,59.9,4.1,0.0,16.0,2138,85195.0,13257.0,88608.0,16365.0,20.0,0.0,70.2,6.2,21.4,0.5,1.7,3.3,0.7,44.4,42.8,4.4,4.3,27.5,1669,90.2,4.0,5.8,0.0,4.4,40.7626633166,-73.98557788939999,New York,NY,10018
6518,36061013400,New York,Manhattan,11688,5011,6677,7.9,79.9,1.8,0.0,6.6,8793,97801.0,10994.0,95574.0,18373.0,14.3,22.5,72.6,5.5,19.8,1.5,0.6,6.2,1.6,59.4,22.9,6.4,3.6,27.0,7484,84.7,7.7,7.6,0.0,4.6,40.7717085427,-73.953919598,New York,NY,10044
6520,36061013500,New York,Manhattan,6384,3286,3098,36.3,40.9,9.1,0.0,13.3,5049,62290.0,11169.0,65809.0,8277.0,18.6,26.6,57.5,13.2,23.9,1.1,4.3,6.9,1.1,41.0,39.5,7.9,3.7,28.0,3438,84.9,7.2,7.9,0.0,5.7,40.7649246231,-73.9919095477,New York,NY,10018
6540,36061013700,New York,Manhattan,6698,2994,3704,4.8,76.0,1.0,0.3,16.8,4721,142982.0,28183.0,116745.0,22758.0,8.4,7.2,74.8,6.6,17.8,0.0,0.8,4.8,1.2,40.0,36.7,3.9,13.3,24.0,4030,83.5,5.9,10.6,0.0,4.5,40.767185929600004,-73.98241206029999,New York,NY,10019
6542,36061013800,New York,Manhattan,13162,5597,7565,6.8,82.9,1.3,0.0,7.5,10830,118358.0,25196.0,91351.0,14072.0,7.4,0.0,61.2,9.1,27.7,1.0,1.1,4.5,2.1,63.6,12.3,7.9,9.7,31.3,9053,89.7,5.8,4.5,0.0,5.3,40.7762311558,-73.953919598,New York,NY,10028
6541,36061013800,New York,Manhattan,13162,5597,7565,6.8,82.9,1.3,0.0,7.5,10830,118358.0,25196.0,91351.0,14072.0,7.4,0.0,61.2,9.1,27.7,1.0,1.1,4.5,2.1,63.6,12.3,7.9,9.7,31.3,9053,89.7,5.8,4.5,0.0,5.3,40.7739698492,-73.953919598,New York,NY,10044
6545,36061014000,New York,Manhattan,7671,3353,4318,5.1,84.9,1.4,0.0,7.4,5626,137700.0,37582.0,141682.0,19774.0,6.9,13.2,79.0,1.7,18.3,0.4,0.7,8.7,1.1,61.2,11.6,8.5,8.9,26.8,4276,92.5,2.9,4.6,0.0,5.5,40.7739698492,-73.9602512563,New York,NY,10021
6546,36061014000,New York,Manhattan,7671,3353,4318,5.1,84.9,1.4,0.0,7.4,5626,137700.0,37582.0,141682.0,19774.0,6.9,13.2,79.0,1.7,18.3,0.4,0.7,8.7,1.1,61.2,11.6,8.5,8.9,26.8,4276,92.5,2.9,4.6,0.0,5.5,40.7762311558,-73.9570854271,New York,NY,10028
