,CensusTract,County_x,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Latitude,Longitude,County_y,State,Zipcode
7596,36081011800,Queens,Queens,2766,1502,1264,29.3,11.3,6.5,0.0,34.9,1281,53125.0,5352.0,17526.0,2043.0,20.9,15.5,18.9,27.7,20.7,16.0,16.7,31.0,12.1,46.8,6.2,0.0,3.9,47.0,1305,80.7,6.2,13.1,0.0,8.5,40.688040201,-73.8336180905,Queens,NY,11419
7599,36081011900,Queens,Queens,1674,873,801,22.9,65.7,0.6,0.3,9.7,1140,55819.0,9842.0,29465.0,4513.0,17.3,37.4,45.4,15.2,22.4,6.8,10.1,8.3,5.7,73.7,3.1,3.1,6.1,41.5,936,78.6,13.7,7.7,0.0,8.3,40.7717085427,-73.9064321608,Queens,NY,11105
7601,36081012000,Queens,Queens,2467,1305,1162,20.3,4.5,4.4,0.0,62.7,1280,48073.0,13798.0,23473.0,7460.0,29.7,46.3,27.4,17.6,21.8,15.5,17.6,36.4,13.7,32.4,15.8,1.7,0.0,38.9,1105,75.4,12.7,11.9,0.0,9.0,40.6925628141,-73.8304522613,Queens,NY,11418
7620,36081012500,Queens,Queens,1829,878,951,32.0,55.2,1.2,0.0,7.5,1265,57593.0,9160.0,26554.0,3311.0,9.6,2.3,38.5,26.8,17.5,5.5,11.6,14.5,1.7,67.7,11.0,1.6,3.4,35.9,1066,84.3,11.1,4.6,0.0,10.3,40.7717085427,-73.91909547739999,Queens,NY,11102
7619,36081012500,Queens,Queens,1829,878,951,32.0,55.2,1.2,0.0,7.5,1265,57593.0,9160.0,26554.0,3311.0,9.6,2.3,38.5,26.8,17.5,5.5,11.6,14.5,1.7,67.7,11.0,1.6,3.4,35.9,1066,84.3,11.1,4.6,0.0,10.3,40.7694472362,-73.9127638191,Queens,NY,11103
7621,36081012500,Queens,Queens,1829,878,951,32.0,55.2,1.2,0.0,7.5,1265,57593.0,9160.0,26554.0,3311.0,9.6,2.3,38.5,26.8,17.5,5.5,11.6,14.5,1.7,67.7,11.0,1.6,3.4,35.9,1066,84.3,11.1,4.6,0.0,10.3,40.7717085427,-73.91592964819999,Queens,NY,11105
7629,36081013000,Queens,Queens,1645,951,694,27.1,33.6,11.8,0.0,20.7,1014,67054.0,9558.0,29160.0,3847.0,6.0,0.0,30.3,30.2,24.7,5.2,9.5,37.7,8.4,51.9,0.7,0.0,1.3,46.2,877,76.4,15.2,8.4,0.0,5.8,40.6993467337,-73.8367839196,Queens,NY,11418
7633,36081013200,Queens,Queens,2329,1099,1230,30.4,46.2,7.7,0.0,14.4,1350,63646.0,14832.0,24046.0,4263.0,17.8,14.9,44.6,22.1,18.1,9.8,5.4,34.2,7.3,43.1,10.1,1.9,3.5,46.8,1027,83.9,12.4,3.7,0.0,7.2,40.7016080402,-73.8336180905,Queens,NY,11351
7632,36081013200,Queens,Queens,2329,1099,1230,30.4,46.2,7.7,0.0,14.4,1350,63646.0,14832.0,24046.0,4263.0,17.8,14.9,44.6,22.1,18.1,9.8,5.4,34.2,7.3,43.1,10.1,1.9,3.5,46.8,1027,83.9,12.4,3.7,0.0,7.2,40.6993467337,-73.8336180905,Queens,NY,11418
7638,36081013500,Queens,Queens,1696,760,936,12.9,81.5,0.0,0.0,3.9,1185,56128.0,6455.0,31041.0,5938.0,4.0,8.3,40.6,12.1,38.8,4.8,3.7,34.1,10.5,40.5,3.9,6.5,4.4,33.6,815,71.8,21.3,4.7,2.2,8.5,40.7694472362,-73.9001005025,Queens,NY,11103
7639,36081013500,Queens,Queens,1696,760,936,12.9,81.5,0.0,0.0,3.9,1185,56128.0,6455.0,31041.0,5938.0,4.0,8.3,40.6,12.1,38.8,4.8,3.7,34.1,10.5,40.5,3.9,6.5,4.4,33.6,815,71.8,21.3,4.7,2.2,8.5,40.7717085427,-73.9001005025,Queens,NY,11105
7640,36081013500,Queens,Queens,1696,760,936,12.9,81.5,0.0,0.0,3.9,1185,56128.0,6455.0,31041.0,5938.0,4.0,8.3,40.6,12.1,38.8,4.8,3.7,34.1,10.5,40.5,3.9,6.5,4.4,33.6,815,71.8,21.3,4.7,2.2,8.5,40.7717085427,-73.8969346734,Queens,NY,11370
7643,36081013600,Queens,Queens,2063,980,1083,24.6,59.4,5.1,0.0,8.8,1525,65483.0,11602.0,34506.0,3970.0,8.8,2.4,51.0,13.3,20.1,4.7,10.9,24.1,1.7,54.7,6.4,5.3,7.8,40.4,1068,78.7,16.8,4.6,0.0,3.1,40.708391959800004,-73.8304522613,Queens,NY,11415
7647,36081013800,Queens,Queens,3600,1851,1749,24.2,34.8,5.2,0.0,34.3,2083,57917.0,13152.0,29119.0,4131.0,16.9,24.8,48.3,22.8,18.4,4.1,6.4,24.8,2.9,64.4,6.2,0.0,1.7,45.1,1799,84.8,9.8,5.4,0.0,4.2,40.7038693467,-73.8209547739,Queens,NY,11418
7652,36081014000,Queens,Queens,3733,1710,2023,18.6,60.5,7.2,0.0,13.7,2263,67054.0,14432.0,34270.0,6600.0,7.4,0.9,41.5,17.6,25.5,7.1,8.3,37.4,6.5,40.2,3.4,4.6,7.9,40.4,1993,81.2,15.6,3.2,0.0,6.5,40.7038693467,-73.824120603,Queens,NY,11418
7660,36081014202,Queens,Queens,2749,1316,1433,37.9,6.0,7.8,2.0,41.2,1424,62656.0,17908.0,17620.0,2810.0,20.3,14.2,20.7,30.8,30.6,9.9,8.0,17.3,4.3,59.5,12.1,0.9,5.9,42.9,1124,84.5,8.0,7.5,0.0,8.5,40.6970854271,-73.8209547739,Queens,NY,11419
7667,36081014300,Queens,Queens,4057,2003,2054,28.2,53.2,1.3,0.2,16.4,2577,57056.0,8323.0,30341.0,3522.0,13.6,18.3,36.9,21.7,20.1,11.6,9.7,19.5,3.1,63.1,10.5,0.8,3.0,38.3,2465,83.1,9.7,7.2,0.0,6.8,40.767185929600004,-73.9127638191,Queens,NY,11103
7688,36081015200,Queens,Queens,2808,1440,1368,23.9,1.1,17.4,0.1,27.0,1719,59214.0,6825.0,20734.0,2633.0,19.3,42.0,22.1,28.3,26.5,6.7,16.4,35.8,5.1,49.4,5.1,2.2,2.3,45.6,1370,78.1,13.1,8.8,0.0,10.2,40.694824120599996,-73.8146231156,Queens,NY,11435
7693,36081015500,Queens,Queens,2336,1257,1079,24.7,56.5,1.2,0.0,17.0,1574,74271.0,9800.0,38098.0,4600.0,12.4,18.8,41.5,21.5,23.2,6.4,7.4,11.3,1.7,75.1,6.2,2.2,3.6,35.6,1501,82.9,8.8,8.3,0.0,6.1,40.7604020101,-73.91592964819999,Queens,NY,11103
7697,36081015700,Queens,Queens,1457,881,576,18.5,43.4,1.2,0.0,31.4,802,46632.0,5641.0,28557.0,7013.0,24.6,45.3,35.7,19.0,20.2,8.6,16.4,9.9,2.2,71.2,9.8,3.6,3.3,35.9,840,83.1,5.5,11.4,0.0,8.3,40.753618090500005,-73.92226130649999,Queens,NY,11377
7710,36081015900,Queens,Queens,3964,1898,2066,21.0,55.0,1.7,0.4,19.6,2762,43807.0,8125.0,26837.0,2995.0,26.0,54.7,39.5,19.5,18.7,9.1,13.2,7.8,6.3,77.9,5.4,1.4,1.1,40.6,2297,84.5,9.0,6.5,0.0,7.0,40.755879397,-73.91909547739999,Queens,NY,11103
7709,36081015900,Queens,Queens,3964,1898,2066,21.0,55.0,1.7,0.4,19.6,2762,43807.0,8125.0,26837.0,2995.0,26.0,54.7,39.5,19.5,18.7,9.1,13.2,7.8,6.3,77.9,5.4,1.4,1.1,40.6,2297,84.5,9.0,6.5,0.0,7.0,40.753618090500005,-73.91909547739999,Queens,NY,11377
7713,36081016300,Queens,Queens,3788,1655,2133,50.5,14.4,23.8,0.0,11.2,2734,23717.0,5608.0,19487.0,3079.0,26.4,26.7,35.6,30.1,28.4,1.9,3.9,18.3,2.9,63.9,8.1,0.6,6.3,40.6,1171,74.6,22.0,3.3,0.0,15.0,40.753618090500005,-73.9127638191,Queens,NY,11377
7716,36081016400,Queens,Queens,3691,1940,1751,8.8,1.9,40.2,0.0,19.0,1958,68750.0,31151.0,21372.0,2662.0,11.1,20.1,17.0,23.0,34.0,9.4,16.6,35.3,3.7,51.5,4.5,2.4,2.7,46.6,1808,85.7,9.5,3.9,0.9,7.7,40.6835175879,-73.8177889447,Queens,NY,11420
7731,36081017000,Queens,Queens,2339,1013,1326,15.0,2.1,32.1,2.9,25.9,1481,50242.0,12583.0,20679.0,2652.0,15.4,25.9,22.6,27.4,30.6,8.7,10.7,46.1,6.8,46.0,0.7,0.0,0.4,45.0,1002,81.7,15.4,2.9,0.0,14.4,40.6857788945,-73.8082914573,Queens,NY,11419
7757,36081017800,Queens,Queens,2242,1147,1095,21.1,0.8,47.1,0.8,7.8,1297,47679.0,9132.0,18079.0,2477.0,15.6,24.7,18.8,23.6,36.7,9.7,11.2,40.6,7.2,45.7,4.2,0.6,1.7,46.7,1106,80.7,16.8,2.5,0.0,15.5,40.6767336683,-73.8114572864,Queens,NY,11420
7769,36081018101,Queens,Queens,4293,2162,2131,39.7,28.9,0.0,0.0,31.1,1998,50850.0,7213.0,23438.0,2826.0,17.0,21.9,37.4,22.6,25.4,5.5,9.2,11.2,0.0,72.3,11.8,1.1,3.5,36.1,2196,84.7,6.0,9.3,0.0,10.1,40.7423115578,-73.92542713569999,Queens,NY,11104
7780,36081018300,Queens,Queens,6322,3055,3267,34.2,41.9,1.3,0.0,19.7,3250,62377.0,11423.0,33648.0,6478.0,17.2,29.5,41.2,30.6,12.9,2.8,12.5,8.4,2.8,79.6,5.0,2.5,1.7,41.3,3409,79.3,10.3,10.4,0.0,6.1,40.7490954774,-73.91909547739999,Queens,NY,11377
7788,36081018501,Queens,Queens,3685,1755,1930,41.3,40.2,1.5,0.0,15.6,2151,65680.0,14038.0,36634.0,6223.0,16.0,27.1,47.6,17.6,18.8,7.7,8.3,11.8,3.1,67.8,4.9,5.2,7.3,41.2,2307,79.8,9.1,11.2,0.0,2.2,40.7377889447,-73.92226130649999,Queens,NY,11104
7789,36081018502,Queens,Queens,3557,1759,1798,29.9,47.1,0.5,0.0,21.8,2073,66139.0,7091.0,31346.0,4149.0,17.8,27.8,47.0,27.6,16.3,3.4,5.7,9.5,1.5,75.7,6.7,1.6,5.0,37.5,2192,84.8,8.9,6.0,0.4,3.0,40.7400502513,-73.92226130649999,Queens,NY,11104
7805,36081019200,Queens,Queens,2009,925,1084,27.5,1.0,59.7,0.0,4.7,1309,67407.0,13344.0,27320.0,5478.0,3.9,0.0,18.8,31.7,26.1,13.9,9.4,45.5,4.1,48.6,1.9,0.0,0.0,43.2,983,75.9,16.3,7.8,0.0,10.2,40.6857788945,-73.7987939698,Queens,NY,11433
7806,36081019400,Queens,Queens,2508,1288,1220,8.9,0.0,63.4,0.0,7.5,1552,71204.0,10391.0,26540.0,4241.0,8.0,3.3,20.4,27.2,27.3,11.1,14.1,44.8,8.0,41.9,1.3,3.6,0.3,45.0,1207,74.3,19.6,6.0,0.0,13.1,40.6835175879,-73.8051256281,Queens,NY,11420
7810,36081019400,Queens,Queens,2508,1288,1220,8.9,0.0,63.4,0.0,7.5,1552,71204.0,10391.0,26540.0,4241.0,8.0,3.3,20.4,27.2,27.3,11.1,14.1,44.8,8.0,41.9,1.3,3.6,0.3,45.0,1207,74.3,19.6,6.0,0.0,13.1,40.688040201,-73.801959799,Queens,NY,11435
7818,36081019900,Queens,Queens,1074,834,240,56.6,12.7,22.2,0.0,8.6,761,58281.0,49554.0,16339.0,4324.0,16.0,25.2,4.5,40.6,11.0,20.1,23.8,35.3,0.0,53.4,11.3,0.0,0.0,34.3,374,59.9,18.2,21.9,0.0,3.4,40.7310050251,-73.93809045229999,Queens,NY,11222
7876,36081021400,Queens,Queens,6415,3263,3152,39.9,10.6,6.4,0.0,34.9,3160,51648.0,9054.0,24060.0,4963.0,28.7,28.9,40.6,19.9,23.8,6.6,9.0,17.7,5.9,71.1,1.6,0.1,3.6,45.6,2923,86.8,7.6,5.6,0.0,15.5,40.708391959800004,-73.8177889447,Queens,NY,11415
7878,36081021600,Queens,Queens,4373,2016,2357,36.6,26.6,9.4,1.8,20.6,2960,59152.0,12030.0,34374.0,4409.0,11.1,9.3,43.3,20.4,24.5,2.8,9.0,19.5,5.6,64.2,1.0,0.0,9.7,48.8,2157,77.7,16.4,5.9,0.0,9.4,40.7038693467,-73.8177889447,Queens,NY,11435
7915,36081022002,Queens,Queens,6421,3051,3370,23.6,37.4,15.0,0.0,19.7,3614,57287.0,11861.0,29708.0,3096.0,14.1,13.4,41.5,18.1,23.8,7.8,8.9,28.9,4.3,58.9,5.0,1.1,1.9,46.6,3477,82.4,9.7,7.6,0.3,12.5,40.7129145729,-73.8114572864,Queens,NY,11435
7939,36081023000,Queens,Queens,2430,1272,1158,43.6,17.7,0.8,0.0,36.4,1350,108289.0,21425.0,25766.0,4028.0,8.0,9.2,23.9,32.0,23.3,6.1,14.7,42.3,6.9,40.2,7.8,1.9,0.9,38.4,1115,68.2,21.3,10.6,0.0,13.2,40.7151758794,-73.8082914573,Queens,NY,11432
7966,36081024300,Queens,Queens,6119,3155,2964,40.8,25.8,0.5,0.0,31.3,2953,62071.0,3995.0,23485.0,2406.0,9.5,9.2,26.0,24.4,20.9,14.3,14.4,31.0,6.4,55.2,5.3,1.8,0.3,37.8,3175,86.5,5.7,7.7,0.0,5.1,40.7400502513,-73.8969346734,Queens,NY,11373
7968,36081024500,Queens,Queens,6158,2903,3255,41.9,33.7,1.6,0.4,21.7,3448,60833.0,15947.0,26271.0,3008.0,8.1,20.2,33.8,16.3,23.9,9.8,16.2,21.0,1.9,73.0,1.5,1.5,1.0,42.0,2877,82.4,9.4,8.2,0.0,6.2,40.7400502513,-73.9064321608,Queens,NY,11104
7967,36081024500,Queens,Queens,6158,2903,3255,41.9,33.7,1.6,0.4,21.7,3448,60833.0,15947.0,26271.0,3008.0,8.1,20.2,33.8,16.3,23.9,9.8,16.2,21.0,1.9,73.0,1.5,1.5,1.0,42.0,2877,82.4,9.4,8.2,0.0,6.2,40.7377889447,-73.9064321608,Queens,NY,11378
7977,36081024700,Queens,Queens,1574,808,766,42.4,15.5,1.9,0.0,37.8,656,56250.0,14742.0,21527.0,3161.0,8.7,15.3,29.0,22.8,27.3,7.1,13.8,23.5,7.4,61.2,4.7,3.1,0.0,38.7,773,85.6,12.5,1.8,0.0,8.7,40.7423115578,-73.9001005025,Queens,NY,11377
7985,36081025301,Queens,Queens,3967,1958,2009,29.7,40.1,0.7,0.0,28.0,2384,51302.0,7205.0,34417.0,5584.0,13.1,15.0,37.9,25.0,17.1,4.9,15.1,7.3,1.8,80.4,3.5,4.9,2.0,37.4,2430,86.9,5.0,8.1,0.0,12.4,40.7445728643,-73.91592964819999,Queens,NY,11104
7986,36081025302,Queens,Queens,2881,1603,1278,52.6,19.3,0.7,2.8,23.0,1408,56676.0,13243.0,26122.0,4211.0,18.8,29.3,22.7,30.5,22.5,13.6,10.6,14.9,5.6,74.0,3.3,1.7,0.4,37.6,1869,79.9,7.6,12.5,0.0,0.4,40.7445728643,-73.9127638191,Queens,NY,11377
8023,36081026500,Queens,Queens,4127,2046,2081,22.0,10.0,0.6,0.0,67.0,1569,49535.0,5365.0,20641.0,2639.0,17.0,22.5,23.6,25.1,28.9,8.1,14.3,17.0,4.5,66.7,8.7,1.2,1.8,37.7,2028,81.1,6.2,12.3,0.4,5.5,40.7468341709,-73.8937688442,Queens,NY,11372
8022,36081026500,Queens,Queens,4127,2046,2081,22.0,10.0,0.6,0.0,67.0,1569,49535.0,5365.0,20641.0,2639.0,17.0,22.5,23.6,25.1,28.9,8.1,14.3,17.0,4.5,66.7,8.7,1.2,1.8,37.7,2028,81.1,6.2,12.3,0.4,5.5,40.7445728643,-73.8937688442,Queens,NY,11373
8033,36081026902,Queens,Queens,4557,2103,2454,39.5,3.7,1.6,0.0,55.2,2098,47024.0,5806.0,19769.0,2820.0,22.1,26.0,24.0,32.8,23.7,3.5,16.0,10.6,4.2,79.7,2.1,0.0,3.4,43.2,2279,79.5,10.4,9.7,0.4,4.8,40.7445728643,-73.8842713568,Queens,NY,11373
8039,36081027100,Queens,Queens,8512,4616,3896,42.1,5.6,2.2,1.1,46.4,3558,51276.0,18233.0,21662.0,3384.0,20.0,30.2,25.6,38.6,18.5,5.6,11.8,8.3,4.1,75.8,8.4,2.8,0.5,44.0,4128,82.0,11.1,6.4,0.4,3.5,40.7468341709,-73.8779396985,Queens,NY,11372
8041,36081027200,Queens,Queens,2432,1122,1310,5.0,0.2,90.0,0.0,0.0,1494,59677.0,26611.0,21270.0,2918.0,13.1,27.4,21.0,28.2,24.3,5.7,20.8,24.0,3.4,61.3,5.1,4.8,1.3,45.2,1126,78.5,18.6,2.9,0.0,10.4,40.6857788945,-73.7924623116,Queens,NY,11433
8040,36081027200,Queens,Queens,2432,1122,1310,5.0,0.2,90.0,0.0,0.0,1494,59677.0,26611.0,21270.0,2918.0,13.1,27.4,21.0,28.2,24.3,5.7,20.8,24.0,3.4,61.3,5.1,4.8,1.3,45.2,1126,78.5,18.6,2.9,0.0,10.4,40.6835175879,-73.7924623116,Queens,NY,11436
8044,36081027300,Queens,Queens,8196,4102,4094,82.6,3.1,2.0,0.0,8.7,3414,39073.0,7118.0,15296.0,1770.0,25.6,28.9,12.2,32.8,24.3,9.9,20.8,17.4,5.1,69.0,7.8,0.6,0.1,37.1,3743,80.9,8.0,11.1,0.0,9.2,40.755879397,-73.8747738693,Queens,NY,11369
8046,36081027400,Queens,Queens,1781,723,1058,18.3,0.0,68.8,0.0,4.2,1260,58188.0,6618.0,26665.0,7100.0,5.4,0.0,27.7,21.6,33.8,10.2,6.7,41.3,9.2,48.3,1.2,0.0,0.0,48.1,870,76.9,17.5,5.1,0.6,11.6,40.6857788945,-73.7892964824,Queens,NY,11433
8045,36081027400,Queens,Queens,1781,723,1058,18.3,0.0,68.8,0.0,4.2,1260,58188.0,6618.0,26665.0,7100.0,5.4,0.0,27.7,21.6,33.8,10.2,6.7,41.3,9.2,48.3,1.2,0.0,0.0,48.1,870,76.9,17.5,5.1,0.6,11.6,40.6835175879,-73.7892964824,Queens,NY,11436
8068,36081028200,Queens,Queens,1703,813,890,8.5,1.4,85.1,0.0,1.3,1131,70523.0,12941.0,25041.0,3557.0,7.0,0.0,35.3,26.1,16.0,8.7,14.0,35.0,10.5,54.5,0.0,0.0,0.0,51.3,774,66.9,33.1,0.0,0.0,12.8,40.688040201,-73.77663316579998,Queens,NY,11433
8093,36081028800,Queens,Queens,4693,2175,2518,10.0,1.2,80.5,0.0,4.7,2948,59792.0,9248.0,20337.0,2218.0,11.6,10.8,25.8,21.5,28.3,6.4,18.0,43.3,3.6,48.9,2.9,0.0,1.3,43.6,2103,66.4,31.1,2.5,0.0,11.8,40.6835175879,-73.7861306533,Queens,NY,11433
8095,36081028900,Queens,Queens,5574,3011,2563,32.2,21.0,2.0,0.0,41.9,2964,61011.0,8694.0,27984.0,2957.0,13.1,11.4,36.7,26.5,20.7,5.1,10.9,19.0,4.9,70.1,5.4,0.6,0.0,40.7,3015,81.5,7.2,11.3,0.0,6.0,40.7513567839,-73.8906030151,Queens,NY,11372
8158,36081030902,Queens,Queens,7894,4055,3839,33.1,23.3,1.4,0.4,38.7,4053,46136.0,10475.0,18744.0,2319.0,25.8,21.6,21.5,31.9,24.4,9.5,12.8,29.8,2.5,60.7,5.0,1.9,0.2,38.3,3293,83.8,9.9,6.3,0.0,10.2,40.755879397,-73.8937688442,Queens,NY,11372
8166,36081030903,Queens,Queens,6441,3259,3182,43.0,15.0,0.5,0.0,37.6,3636,54185.0,7403.0,20604.0,2429.0,16.5,29.9,17.1,26.7,26.4,6.7,23.1,24.1,5.9,58.9,9.3,1.5,0.3,35.2,2887,83.9,6.4,9.5,0.3,11.4,40.7604020101,-73.8937688442,Queens,NY,11103
8173,36081030904,Queens,Queens,3847,1977,1870,49.1,19.8,0.4,0.0,30.5,2305,53094.0,14883.0,23164.0,3840.0,14.3,28.7,25.8,22.8,27.2,8.5,15.8,30.1,7.8,57.8,3.3,0.5,0.6,31.6,1782,71.2,13.4,14.8,0.6,13.5,40.7649246231,-73.8906030151,Queens,NY,11370
8213,36081032900,Queens,Queens,4071,1820,2251,54.4,13.6,2.8,0.2,28.2,2707,53495.0,14121.0,21446.0,2578.0,16.1,33.4,28.8,21.4,19.9,13.2,16.7,24.4,11.1,57.2,3.7,0.4,3.1,43.0,2014,78.6,13.5,7.9,0.0,6.7,40.767185929600004,-73.8811055276,Queens,NY,11371
8323,36081033700,Queens,Queens,3555,1989,1566,72.1,1.9,0.0,0.8,21.0,1889,57554.0,17563.0,19555.0,2591.0,16.0,28.8,18.5,30.3,20.1,16.2,14.9,26.6,3.8,57.9,7.5,3.0,1.1,42.7,1977,89.9,3.4,6.7,0.0,3.1,40.7604020101,-73.8842713568,Queens,NY,11369
8322,36081033700,Queens,Queens,3555,1989,1566,72.1,1.9,0.0,0.8,21.0,1889,57554.0,17563.0,19555.0,2591.0,16.0,28.8,18.5,30.3,20.1,16.2,14.9,26.6,3.8,57.9,7.5,3.0,1.1,42.7,1977,89.9,3.4,6.7,0.0,3.1,40.7581407035,-73.8811055276,Queens,NY,11372
8324,36081033900,Queens,Queens,3374,1549,1825,65.1,8.2,7.5,0.0,16.0,1943,70333.0,14642.0,25380.0,3707.0,6.7,0.0,32.3,27.8,20.8,9.5,9.5,20.4,2.7,65.7,5.7,3.6,1.9,45.0,1603,78.9,14.2,6.9,0.0,8.0,40.7604020101,-73.8811055276,Queens,NY,11369
8341,36081035200,Queens,Queens,3044,1440,1604,6.1,3.6,84.3,0.0,0.3,2006,74336.0,19823.0,27150.0,3965.0,6.2,8.4,28.6,24.3,24.7,11.2,11.2,45.8,8.0,41.4,2.4,0.0,2.3,48.4,1460,71.0,26.8,2.2,0.0,8.3,40.6835175879,-73.7544723618,Queens,NY,11411
8377,36081036800,Queens,Queens,2446,1172,1274,8.7,1.3,87.0,0.0,0.0,1665,71923.0,10428.0,28829.0,4210.0,7.2,10.2,34.4,28.0,26.2,4.5,6.9,42.9,12.3,40.7,0.8,0.0,3.2,47.6,1249,68.1,27.6,4.3,0.0,10.8,40.6835175879,-73.7671356784,Queens,NY,11434
8384,36081037300,Queens,Queens,2500,1228,1272,60.0,6.3,18.4,0.0,8.6,1170,56320.0,1986.0,22958.0,4311.0,17.3,23.3,17.6,40.5,17.8,13.0,11.0,25.6,12.5,55.6,4.9,0.4,1.0,46.9,1268,79.5,8.9,11.6,0.0,2.5,40.7581407035,-73.85577889449999,Queens,NY,11368
8387,36081037500,Queens,Queens,3946,2180,1766,88.7,0.8,2.5,0.0,5.9,1231,45655.0,6863.0,15362.0,1936.0,21.7,29.3,11.4,42.7,12.9,15.9,17.1,11.6,4.6,74.3,7.1,0.9,1.5,39.9,1936,86.8,3.6,9.3,0.3,7.1,40.7490954774,-73.8684422111,Queens,NY,11372
8390,36081037600,Queens,Queens,5979,2551,3428,5.4,0.0,90.8,0.6,2.1,4105,72198.0,7145.0,26546.0,2770.0,5.6,6.0,22.5,28.7,29.0,9.3,10.4,51.9,3.6,38.8,1.7,1.1,2.9,45.5,3085,66.0,30.3,3.7,0.0,11.4,40.6835175879,-73.757638191,Queens,NY,11413
8401,36081037700,Queens,Queens,3717,1783,1934,87.2,0.0,10.0,0.0,2.4,978,46276.0,6265.0,14890.0,2367.0,26.4,31.0,9.5,36.5,22.4,13.4,18.2,21.6,2.3,64.0,7.6,3.4,1.1,40.0,1597,84.7,5.1,10.2,0.0,10.5,40.755879397,-73.8684422111,Queens,NY,11369
8514,36081039900,Queens,Queens,4181,2249,1932,84.7,1.4,3.8,0.0,8.4,1068,46362.0,6445.0,14866.0,2337.0,19.9,20.6,8.8,36.7,20.2,23.7,10.6,7.5,7.5,79.5,3.3,2.1,0.0,44.6,1957,88.8,5.1,6.1,0.0,6.7,40.7513567839,-73.85261306529999,Queens,NY,11368
8529,36081040300,Queens,Queens,7310,4053,3257,88.8,1.5,0.1,0.0,7.9,2162,46188.0,10933.0,15441.0,1396.0,23.8,32.9,7.2,46.4,14.8,16.9,14.7,9.1,0.9,78.9,8.6,0.7,1.8,45.5,3881,87.4,3.5,9.1,0.0,4.1,40.753618090500005,-73.8621105528,Queens,NY,11369
8538,36081040700,Queens,Queens,7632,4367,3265,89.7,1.7,3.3,0.1,4.8,2090,43355.0,9905.0,15337.0,1369.0,16.2,30.1,5.1,41.9,18.1,22.2,12.8,9.2,2.8,76.7,9.9,1.2,0.3,44.9,3972,88.2,3.3,8.5,0.0,4.9,40.7490954774,-73.8652763819,Queens,NY,11372
8542,36081040900,Queens,Queens,6017,3403,2614,84.6,0.8,2.0,0.0,12.4,1696,50045.0,5674.0,14575.0,1533.0,23.3,24.8,7.0,38.3,12.5,23.5,18.7,14.2,7.7,68.1,7.6,1.8,0.7,43.7,2766,80.1,7.7,12.2,0.0,8.5,40.7513567839,-73.8684422111,Queens,NY,11369
8541,36081040900,Queens,Queens,6017,3403,2614,84.6,0.8,2.0,0.0,12.4,1696,50045.0,5674.0,14575.0,1533.0,23.3,24.8,7.0,38.3,12.5,23.5,18.7,14.2,7.7,68.1,7.6,1.8,0.7,43.7,2766,80.1,7.7,12.2,0.0,8.5,40.7468341709,-73.8652763819,Queens,NY,11372
8545,36081041300,Queens,Queens,4822,2521,2301,74.7,2.6,0.0,0.0,21.9,1503,50745.0,8966.0,13747.0,1891.0,27.2,40.1,15.2,36.7,11.4,23.5,13.2,17.1,9.0,66.8,4.7,0.9,1.5,42.4,1919,84.9,3.1,11.9,0.0,5.4,40.7445728643,-73.8621105528,Queens,NY,11368
8587,36081043900,Queens,Queens,4537,2555,1982,87.8,4.8,0.7,0.0,6.6,1050,41088.0,13868.0,15516.0,3021.0,34.4,51.1,13.3,32.3,22.7,18.9,12.9,21.5,6.0,57.2,10.9,3.5,0.9,43.2,2175,82.0,6.5,11.5,0.0,7.2,40.7423115578,-73.85577889449999,Queens,NY,11368
8600,36081044302,Queens,Queens,4748,2412,2336,48.0,4.7,12.6,0.2,33.8,2311,54569.0,7371.0,19170.0,2571.0,17.0,21.9,19.2,39.2,16.3,6.4,18.9,13.6,12.9,56.8,11.6,3.4,1.5,42.5,2528,82.6,12.1,5.3,0.0,10.2,40.7400502513,-73.8621105528,Queens,NY,11368
8601,36081044400,Queens,Queens,3024,1455,1569,39.4,1.4,24.5,2.6,17.6,1428,37054.0,10457.0,15765.0,2155.0,25.7,38.0,20.6,37.4,19.9,8.0,14.0,15.9,4.8,68.6,8.1,0.4,2.2,47.1,1346,86.6,8.8,3.7,0.8,11.3,40.7016080402,-73.7734673367,Queens,NY,11412
8619,36081044602,Queens,Queens,5082,2405,2677,30.6,1.6,25.6,0.2,35.9,2212,42384.0,8110.0,14631.0,2260.0,39.0,50.0,20.3,28.5,27.3,5.4,18.4,16.1,4.5,64.6,10.7,1.2,2.9,42.9,2074,75.4,10.1,13.7,0.8,15.2,40.708391959800004,-73.7987939698,Queens,NY,11433
8618,36081044602,Queens,Queens,5082,2405,2677,30.6,1.6,25.6,0.2,35.9,2212,42384.0,8110.0,14631.0,2260.0,39.0,50.0,20.3,28.5,27.3,5.4,18.4,16.1,4.5,64.6,10.7,1.2,2.9,42.9,2074,75.4,10.1,13.7,0.8,15.2,40.708391959800004,-73.801959799,Queens,NY,11435
